Дата создания журнала	Время записи данных в журнал	Показания энкодера	Показания энкодера в градусах 
12.08.2020			
	10:27:05.50	-129476.000000	194.154000
	10:27:06.73	-129974.000000	194.889000
	10:27:07.97	-130457.000000	195.628500
	10:27:09.21	-130958.000000	196.374000
	10:27:10.45	-131416.000000	197.100000
	10:27:11.68	-131941.000000	197.833500
	10:27:12.91	-132407.000000	198.559500
	10:27:14.01	-132840.000000	199.398000
	10:27:15.31	-133389.000000	200.178000
	10:27:16.55	-133876.000000	200.908500
	10:27:17.82	-134374.000000	201.661500
	10:27:19.07	-134855.000000	202.399500
	10:27:20.39	-135375.000000	203.191500
	10:27:21.64	-135891.000000	203.934000
	10:27:22.72	-136298.000000	204.352500
	10:27:23.76	10.000000	204.775500
	10:27:24.81	-137150.000000	205.819500
	10:27:26.05	-137636.000000	206.545500
	10:27:27.26	-138116.000000	207.268500
	10:27:28.48	-138576.000000	207.991500
	10:27:29.87	-139125.000000	208.824000
	10:27:31.08	-139597.000000	209.359500
	10:27:32.22	-140060.000000	210.201000
	10:27:33.44	-140533.000000	210.922500
	10:27:34.50	-140955.000000	211.393500
	10:27:35.89	-141495.000000	212.121000
	10:27:37.17	-142015.000000	212.961000
	10:27:38.39	-142519.000000	213.682500
	10:27:39.43	-142933.000000	214.497000
	10:27:40.64	-143413.000000	215.217000
	10:27:41.86	-143893.000000	215.944500
	10:27:43.09	-144357.000000	216.678000
	10:27:44.32	-144855.000000	217.399500
	10:27:45.54	-145376.000000	218.121000
	10:27:46.76	-145813.000000	218.682000
	10:27:48.00	-146295.000000	219.414000
	10:27:49.23	-146776.000000	220.135500
	10:27:50.46	-147274.000000	220.878000
	10:27:51.68	-147757.000000	221.598000
	10:27:52.90	-148275.000000	222.319500
	10:27:54.14	-148756.000000	223.039500
	10:27:55.37	-149235.000000	223.773000
	10:27:56.62	-149716.000000	224.512500
	10:27:57.85	-150209.000000	225.262500
	10:27:59.09	-150693.000000	226.006500
	10:28:00.31	-151174.000000	226.734000
	10:28:01.54	-151685.000000	227.454000
	10:28:02.78	-152178.000000	228.175500
	10:28:04.00	-152633.000000	228.918000
	10:28:05.16	-153114.000000	229.762500
	10:28:06.38	-153574.000000	230.484000
	10:28:07.58	-154076.000000	231.054000
	10:28:08.84	-154538.000000	231.781500
	10:28:09.96	-155015.000000	232.639500
	10:28:11.20	-155498.000000	233.361000
	10:28:12.21	-155896.000000	233.784000
	10:28:13.44	-156373.000000	234.531000
	10:28:14.58	-156836.000000	235.380000
	10:28:15.67	-157280.000000	235.824000
	10:28:16.91	-157735.000000	236.575500
	10:28:18.13	-158257.000000	237.318000
	10:28:19.36	-158717.000000	238.039500
	10:28:20.59	-159215.000000	238.759500
	10:28:21.64	-159652.000000	239.577000
	10:28:22.90	-160134.000000	240.319500
	10:28:24.17	-160654.000000	241.062000
	10:28:25.40	-161135.000000	241.617000
	10:28:26.40	-161497.000000	242.058000
	10:28:27.62	-162040.000000	242.958000
	10:28:28.85	-162507.000000	243.679500
	10:28:29.95	-162916.000000	244.516500
	10:28:31.17	-163414.000000	245.238000
	10:28:32.39	-163926.000000	245.958000
	10:28:33.61	-164376.000000	246.679500
	10:28:34.83	-164860.000000	247.401000
	10:28:36.07	-165355.000000	248.122500
	10:28:37.29	-165846.000000	248.847000
	10:28:38.53	-166337.000000	249.595500
	10:28:39.77	-166798.000000	250.342500
	10:28:41.01	-167318.000000	251.092500
	10:28:42.24	-167806.000000	251.814000
	10:28:43.46	-168292.000000	252.535500
	10:28:44.69	-168756.000000	253.263000
	10:28:45.91	-169254.000000	253.998000
	10:28:47.14	-169735.000000	254.719500
	10:28:48.38	-170213.000000	255.442500
	10:28:49.60	-170694.000000	256.162500
	10:28:50.83	-171214.000000	256.891500
	10:28:52.06	-171657.000000	257.632500
	10:28:53.30	-172157.000000	258.381000
	10:28:54.52	-172675.000000	259.104000
	10:28:55.76	-173138.000000	259.852500
	10:28:56.98	-173651.000000	260.574000
	10:28:58.20	-174105.000000	261.294000
	10:28:59.41	-174587.000000	262.014000
	10:29:00.64	-175092.000000	262.737000
	10:29:01.88	-175597.000000	263.478000
	10:29:03.11	-176052.000000	264.199500
	10:29:04.36	-176534.000000	264.928500
	10:29:05.59	-177055.000000	265.672500
	10:29:06.83	-177541.000000	266.419500
	10:29:08.06	-178036.000000	267.147000
	10:29:09.28	-178519.000000	267.885000
	10:29:10.53	-179012.000000	268.615500
	10:29:11.76	-179477.000000	269.355000
	10:29:13.00	-179975.000000	270.079500
	10:29:14.23	-180464.000000	270.801000
	10:29:15.46	-180958.000000	271.522500
	10:29:16.71	-181416.000000	272.277000
	10:29:17.94	-181951.000000	273.021000
	10:29:19.17	-182436.000000	273.747000
	10:29:20.40	-182922.000000	274.492500
	10:29:21.64	-183412.000000	275.217000
	10:29:22.88	-183894.000000	275.956500
	10:29:24.10	-184374.000000	276.678000
	10:29:25.34	-184860.000000	277.401000
	10:29:26.58	-185359.000000	278.124000
	10:29:27.81	-185855.000000	278.871000
	10:29:29.04	-186338.000000	279.603000
	10:29:30.28	-186802.000000	280.345500
	10:29:31.50	-187295.000000	281.071500
	10:29:32.73	-187799.000000	281.812500
	10:29:33.96	-188292.000000	282.534000
	10:29:35.18	-188756.000000	283.258500
	10:29:36.41	-189253.000000	283.996500
	10:29:37.63	-189758.000000	284.719500
	10:29:38.86	-190215.000000	285.439500
	10:29:40.09	-190693.000000	286.161000
	10:29:41.32	-191197.000000	286.882500
	10:29:42.54	-191654.000000	287.613000
	10:29:43.78	-192176.000000	288.357000
	10:29:45.01	-192675.000000	289.102500
	10:29:46.24	-193156.000000	289.830000
	10:29:47.47	-193640.000000	290.574000
	10:29:48.70	-194133.000000	291.295500
	10:29:49.94	-194613.000000	292.023000
	10:29:51.16	-195094.000000	292.758000
	10:29:52.39	-195575.000000	293.478000
	10:29:53.62	-196060.000000	294.201000
	10:29:54.84	-196555.000000	294.921000
	10:29:56.07	-197075.000000	295.647000
	10:29:57.30	-197556.000000	296.389500
	10:29:58.54	-197989.000000	297.130500
	10:29:59.77	-198516.000000	297.865500
	10:30:00.99	-198976.000000	298.596000
	10:30:02.22	-199481.000000	299.332500
	10:30:03.45	-199971.000000	300.054000
	10:30:04.68	-200436.000000	300.780000
	10:30:05.91	-200934.000000	301.518000
	10:30:07.15	-201412.000000	302.241000
	10:30:08.38	-201910.000000	302.962500
	10:30:09.62	-202408.000000	303.691500
	10:30:10.86	-202898.000000	304.455000
	10:30:12.09	-203363.000000	305.185500
	10:30:13.32	-203855.000000	305.932500
	10:30:14.54	-204369.000000	306.652500
	10:30:15.77	-204851.000000	307.374000
	10:30:16.98	-205332.000000	308.094000
	10:30:18.20	-205813.000000	308.814000
	10:30:19.43	-206276.000000	309.546000
	10:30:20.64	-206774.000000	310.270500
	10:30:21.87	-207241.000000	310.998000
	10:30:23.10	-207735.000000	311.719500
	10:30:24.34	-208230.000000	312.442500
	10:30:25.57	-208734.000000	313.170000
	10:30:26.81	-209225.000000	313.930500
	10:30:28.04	-209716.000000	314.662500
	10:30:29.26	-210170.000000	315.384000
	10:30:30.49	-210677.000000	316.131000
	10:30:31.71	-211140.000000	316.852500
	10:30:32.93	-211647.000000	317.574000
	10:30:34.15	-212115.000000	318.294000
	10:30:35.38	-212613.000000	319.024500
	10:30:36.62	-213094.000000	319.758000
	10:30:37.85	-213577.000000	320.481000
	10:30:39.09	-214054.000000	321.205500
	10:30:40.32	-214568.000000	321.931500
	10:30:41.55	-215016.000000	322.669500
	10:30:42.77	-215502.000000	323.403000
	10:30:43.99	-216026.000000	324.136500
	10:30:45.21	-216482.000000	324.862500
	10:30:46.44	-216974.000000	325.588500
	10:30:47.67	-217485.000000	326.334000
	10:30:48.91	-217956.000000	327.057000
	10:30:50.16	-218440.000000	327.799500
	10:30:51.39	-218932.000000	328.521000
	10:30:52.62	-219437.000000	329.242500
	10:30:53.85	-219928.000000	329.979000
	10:30:55.07	-220415.000000	330.712500
	10:30:56.30	-220870.000000	331.455000
	10:30:57.54	-221396.000000	332.184000
	10:30:58.77	-221855.000000	332.908500
	10:31:00.00	-222337.000000	333.654000
	10:31:01.23	-222853.000000	334.375500
	10:31:02.46	-223333.000000	335.116500
	10:31:03.72	-223819.000000	335.841000
	10:31:04.95	-224317.000000	336.564000
	10:31:06.17	-224814.000000	337.293000
	10:31:07.41	-225296.000000	338.037000
	10:31:08.63	-225779.000000	338.760000
	10:31:09.85	-226264.000000	339.492000
	10:31:11.07	-226753.000000	340.222500
	10:31:12.30	-227236.000000	340.950000
	10:31:13.54	-227734.000000	341.694000
	10:31:14.78	-228213.000000	342.427500
	10:31:16.02	-228694.000000	343.158000
	10:31:17.25	-229172.000000	343.881000
	10:31:18.48	-229674.000000	344.602500
	10:31:19.71	-230135.000000	345.330000
	10:31:20.94	-230658.000000	346.075500
	10:31:22.18	-231155.000000	346.822500
	10:31:23.40	-231613.000000	347.547000
	10:31:24.63	-232095.000000	348.289500
	10:31:25.85	-232583.000000	349.012500
	10:31:27.08	-233092.000000	349.735500
	10:31:28.31	-233573.000000	350.466000
	10:31:29.55	-234050.000000	351.199500
	10:31:30.78	-234537.000000	351.921000
	10:31:32.01	-235035.000000	352.642500
	10:31:33.23	-235519.000000	353.365500
	10:31:34.46	-236014.000000	354.109500
	10:31:35.68	-236458.000000	354.832500
	10:31:36.91	-236938.000000	355.560000
	10:31:38.14	-237476.000000	356.304000
	10:32:00.28	-242556.000000	0.000000
	10:32:01.48	0.000000	0.000000
	10:32:02.61	-1230.000000	0.000000
	10:32:03.69	-5524.000000	9.633000
	10:32:04.77	-9804.000000	16.041000
	10:32:05.86	-14132.000000	22.525500
	10:32:06.96	-18480.000000	29.070000
	10:32:08.07	-22859.000000	35.632500
	10:32:09.17	-27006.000000	42.186000
	10:32:10.25	-31514.000000	48.598500
	10:32:11.34	-35862.000000	55.102500
	10:32:12.45	-39980.000000	61.660500
	10:32:13.52	-44510.000000	68.059500
	10:32:14.62	-48625.000000	74.593500
	10:32:15.73	-52960.000000	81.115500
	10:32:16.81	-57258.000000	87.547500
	10:32:17.91	-61839.000000	91.980000
	10:32:19.01	-66198.000000	100.647000
	10:32:20.10	-70540.000000	107.137500
	10:32:21.19	-74884.000000	113.646000
	10:32:22.29	-79194.000000	120.162000
	10:32:23.37	-83275.000000	126.564000
	10:32:24.47	-87839.000000	133.080000
	10:32:25.56	-92156.000000	139.573500
	10:32:26.64	-96882.000000	145.968000
	10:32:27.73	-100765.000000	152.439000
	10:32:28.82	-104831.000000	158.926500
	10:32:29.90	-109362.000000	165.355500
	10:32:31.00	-113693.000000	171.879000
	10:32:32.09	-118012.000000	178.398000
	10:32:33.19	-122162.000000	184.935000
	10:32:34.28	-126521.000000	191.430000
	10:32:35.42	-130999.000000	198.154500
	10:32:36.72	-136357.000000	205.893000
	10:32:37.83	-140756.000000	212.458500
	10:32:38.92	-144863.000000	218.935500
	10:32:39.99	-149337.000000	225.324000
	10:32:41.09	-153670.000000	231.850500
	10:32:42.18	-157761.000000	238.351500
	10:32:43.27	-162091.000000	244.803000
	10:32:44.38	-166703.000000	251.380500
	10:32:45.48	-171063.000000	257.931000
	10:32:46.58	-175174.000000	264.423000
	10:32:47.68	-179539.000000	271.027500
	10:32:48.79	-184148.000000	277.588500
	10:32:49.89	-188487.000000	284.083500
	10:32:50.99	-192877.000000	290.662500
	10:32:52.06	-197161.000000	297.073500
	10:32:53.16	-201508.000000	303.574500
	10:32:54.25	-206024.000000	310.050000
	10:32:55.33	-209871.000000	316.482000
	10:32:56.44	-214226.000000	323.041500
	10:32:57.53	-218809.000000	329.562000
	10:32:58.62	-223139.000000	336.043500
	10:32:59.72	-227486.000000	342.565500
	10:33:00.82	-231815.000000	349.090500
	10:33:01.90	-236127.000000	355.518000
	11:19:54.14	-4993.000000	8.521500
	11:19:55.33	-9722.000000	15.576000
	11:19:56.52	-14439.000000	22.656000
	11:19:57.79	-19471.000000	26.469000
	11:19:58.84	-23637.000000	36.447000
	11:20:00.11	-28374.000000	43.981500
	11:20:01.31	-33449.000000	51.139500
	11:20:02.63	-38616.000000	58.933500
	11:20:03.66	-42692.000000	63.340500
	11:20:04.84	-47392.000000	70.359000
	11:20:06.01	-51816.000000	77.334000
	11:20:07.24	-56877.000000	84.474000
	11:20:08.43	-61615.000000	91.687500
	11:20:09.67	-66311.000000	99.078000
	11:20:10.84	-70958.000000	106.051500
	11:20:12.02	-75858.000000	113.074500
	11:20:13.27	-80562.000000	120.448500
	11:20:14.44	-85221.000000	127.443000
	11:20:15.73	-90503.000000	135.048000
	11:20:16.97	-95217.000000	142.384500
	11:20:18.27	-100606.000000	149.544000
	11:20:19.48	-105399.000000	157.377000
	11:20:20.72	-110087.000000	164.749500
	11:20:21.92	-115020.000000	171.678000
	11:20:23.19	-120105.000000	178.966500
	11:20:24.41	-124897.000000	188.394000
	11:20:25.62	-129729.000000	192.051000
	11:20:26.80	-134413.000000	200.908500
	11:20:28.02	-139013.000000	208.129500
	11:20:29.21	-143938.000000	215.170500
	11:20:30.73	-149702.000000	222.337500
	11:20:31.99	-155148.000000	231.661500
	11:20:33.19	-159689.000000	235.243500
	11:20:34.37	-164188.000000	245.887500
	11:20:35.68	-169559.000000	253.194000
	11:20:36.87	-174321.000000	260.718000
	11:20:37.88	-178299.000000	268.419000
	11:20:39.10	-183338.000000	275.677500
	11:20:40.94	-185297.000000	275.677500
	11:20:42.13	-195121.000000	291.978000
	11:20:43.33	-199911.000000	299.053500
	11:20:44.53	-204626.000000	307.926000
	11:20:45.79	-209626.000000	311.937000
	11:20:47.09	-214542.000000	321.097500
	11:20:48.30	-219332.000000	328.482000
	11:20:49.57	-224815.000000	335.955000
	11:20:50.78	-229363.000000	343.210500
	11:20:52.01	-234282.000000	350.701500
	11:20:53.24	-239104.000000	357.951000
	11:20:54.44	-240015.000000	359.997000
	11:20:57.11	0.000000	359.997000
	11:20:58.32	0.000000	0.000000
	11:20:59.53	0.000000	0.000000
	11:21:00.73	0.000000	0.000000
	11:21:01.92	0.000000	0.000000
	11:21:03.10	0.000000	0.000000
	11:21:04.30	0.000000	0.000000
	11:21:05.51	0.000000	0.000000
	11:21:06.69	0.000000	0.000000
	11:21:07.89	0.000000	0.000000
	11:21:09.09	0.000000	0.000000
	11:21:10.30	0.000000	0.000000
	11:21:11.50	0.000000	0.000000
	11:21:12.68	0.000000	0.000000
	11:21:13.86	0.000000	0.000000
	11:21:15.04	0.000000	0.000000
	11:21:16.23	0.000000	0.000000
	11:21:17.45	0.000000	0.000000
	11:21:18.65	0.000000	0.000000
	11:21:19.87	0.000000	0.000000
	11:21:21.06	0.000000	0.000000
	11:21:22.26	0.000000	0.000000
	11:21:23.47	0.000000	0.000000
	11:21:24.66	0.000000	0.000000
	11:21:25.92	0.000000	0.000000
	11:21:28.01	0.000000	0.000000
	11:21:29.23	0.000000	0.000000
	11:21:30.41	0.000000	0.000000
	11:21:31.59	0.000000	0.000000
	11:21:32.78	0.000000	0.000000
	11:21:33.91	0.000000	0.000000
	11:21:35.10	0.000000	0.000000
	11:21:36.34	0.000000	0.000000
	11:21:37.53	0.000000	0.000000
	11:21:38.80	0.000000	0.000000
	11:21:39.98	0.000000	0.000000
	11:21:41.16	0.000000	0.000000
	11:21:42.37	0.000000	0.000000
	11:21:43.57	0.000000	0.000000
	11:21:44.77	0.000000	0.000000
	11:21:46.02	0.000000	0.000000
	11:21:47.21	0.000000	0.000000
	11:21:48.41	0.000000	0.000000
	11:21:49.59	0.000000	0.000000
	11:21:50.81	0.000000	0.000000
	11:21:52.00	0.000000	0.000000
	11:21:53.21	0.000000	0.000000
	11:21:54.73	0.000000	0.000000
	11:21:55.91	0.000000	0.000000
	11:21:57.11	0.000000	0.000000
	11:21:58.29	0.000000	0.000000
	11:21:59.33	0.000000	0.000000
	11:22:00.83	0.000000	0.000000
	11:22:01.84	0.000000	0.000000
	11:22:03.03	0.000000	0.000000
	11:22:04.25	0.000000	0.000000
	11:22:05.49	0.000000	0.000000
	11:22:06.76	0.000000	0.000000
	11:22:07.96	0.000000	0.000000
	11:22:09.15	0.000000	0.000000
	11:22:10.32	0.000000	0.000000
	11:22:11.51	0.000000	0.000000
	11:22:12.69	0.000000	0.000000
	11:22:13.89	0.000000	0.000000
	11:22:15.08	0.000000	0.000000
	11:22:16.27	0.000000	0.000000
	11:22:17.56	0.000000	0.000000
	11:22:18.75	0.000000	0.000000
	11:22:19.94	0.000000	0.000000
	11:22:21.15	0.000000	0.000000
	11:22:22.33	0.000000	0.000000
	11:22:23.52	0.000000	0.000000
	11:22:24.71	0.000000	0.000000
	11:22:25.90	0.000000	0.000000
	11:22:27.09	0.000000	0.000000
	11:22:28.28	0.000000	0.000000
	11:22:29.46	0.000000	0.000000
	11:22:30.65	0.000000	0.000000
	11:22:31.80	0.000000	0.000000
	11:22:33.41	0.000000	0.000000
	11:22:34.61	0.000000	0.000000
	11:22:35.79	0.000000	0.000000
	11:22:36.97	0.000000	0.000000
	11:22:38.17	0.000000	0.000000
	11:22:39.37	0.000000	0.000000
	11:22:40.42	0.000000	0.000000
	11:22:41.61	0.000000	0.000000
	11:22:42.85	0.000000	0.000000
	11:22:44.04	0.000000	0.000000
	11:22:45.09	0.000000	0.000000
	11:22:46.29	0.000000	0.000000
	11:22:47.49	0.000000	0.000000
	11:22:48.53	0.000000	0.000000
	11:22:49.74	0.000000	0.000000
	11:22:50.95	0.000000	0.000000
	11:22:52.13	0.000000	0.000000
	11:22:53.35	0.000000	0.000000
	11:22:54.47	0.000000	0.000000
	11:22:55.73	0.000000	0.000000
	11:22:56.93	0.000000	0.000000
	11:22:58.13	0.000000	0.000000
	11:22:59.32	0.000000	0.000000
	11:23:00.51	0.000000	0.000000
	11:23:01.71	0.000000	0.000000
	11:23:02.90	0.000000	0.000000
	11:23:04.09	0.000000	0.000000
	11:23:05.29	0.000000	0.000000
	11:23:06.49	0.000000	0.000000
	11:23:07.81	0.000000	0.000000
	11:23:09.01	0.000000	0.000000
	11:23:10.20	0.000000	0.000000
	11:23:11.38	0.000000	0.000000
	11:23:12.58	0.000000	0.000000
	11:23:13.64	0.000000	0.000000
	11:23:14.82	0.000000	0.000000
	11:23:16.02	0.000000	0.000000
	11:23:17.25	0.000000	0.000000
	11:23:18.45	0.000000	0.000000
	11:23:19.79	0.000000	0.000000
	11:23:20.98	0.000000	0.000000
	11:23:22.29	0.000000	0.000000
	11:23:24.11	0.000000	0.000000
	11:23:25.31	0.000000	0.000000
	11:23:26.51	0.000000	0.000000
	11:23:27.71	0.000000	0.000000
	11:23:28.92	0.000000	0.000000
	11:23:30.10	0.000000	0.000000
	11:23:31.33	0.000000	0.000000
	11:23:32.51	0.000000	0.000000
	11:23:33.68	0.000000	0.000000
	11:23:34.88	0.000000	0.000000
	11:23:36.05	0.000000	0.000000
	11:23:37.23	0.000000	0.000000
	11:23:38.40	0.000000	0.000000
	11:23:39.56	0.000000	0.000000
	11:23:40.73	0.000000	0.000000
	11:23:41.90	0.000000	0.000000
	11:23:43.08	0.000000	0.000000
	11:23:44.26	0.000000	0.000000
	11:23:45.46	0.000000	0.000000
	11:23:46.65	0.000000	0.000000
	11:23:47.85	0.000000	0.000000
	11:23:49.03	0.000000	0.000000
	11:23:50.21	0.000000	0.000000
	11:23:51.39	0.000000	0.000000
	11:23:52.56	0.000000	0.000000
	11:23:53.75	0.000000	0.000000
	11:23:54.96	0.000000	0.000000
	11:23:56.14	0.000000	0.000000
	11:23:57.33	0.000000	0.000000
	11:23:59.21	0.000000	0.000000
	11:24:00.39	0.000000	0.000000
	11:24:01.96	0.000000	0.000000
	11:24:03.15	0.000000	0.000000
	11:24:05.45	0.000000	0.000000
	11:24:06.75	0.000000	0.000000
	11:24:07.97	0.000000	0.000000
	11:24:09.17	0.000000	0.000000
	11:24:10.36	0.000000	0.000000
	15:00:55.24	-4280.000000	7.404000
	15:00:56.40	-8844.000000	14.253000
