Дата создания журнала	Время записи данных в журнал	Показания энкодера	Показания энкодера в градусах 
	10:25:07,26	-480000,000000	180,000000
	10:25:08,39	-480000,000000	180,000000
	10:25:09,53	-480000,000000	180,000000
	10:25:10,66	-480000,000000	180,000000
	10:28:44,84	-487301,000000	182,262000
	10:28:46,28	-496293,000000	187,678875
	10:28:47,41	-507694,000000	189,915375
	10:28:48,54	-516660,000000	194,395125
	10:31:14,22	-520210,000000	194,437875
	10:31:15,67	-511210,000000	192,159750
	10:31:16,80	-499782,000000	186,759750
	10:31:17,93	-490825,000000	184,500750
	10:31:19,07	-481375,000000	180,017625
	10:31:38,74	-469619,000000	176,576250
	10:31:39,87	-460660,000000	172,102500
	10:31:41,01	-451674,000000	169,824375
	10:31:42,14	-442745,000000	165,350250
	10:31:43,20	-434322,000000	162,200250
	10:31:44,34	-425310,000000	159,959625
	10:31:45,47	-415914,000000	155,463000
	10:31:46,53	-410382,000000	152,304750
	10:31:47,66	-398989,000000	150,062250
	10:31:48,79	-389975,000000	145,582125
	10:31:58,45	-375096,000000	139,971375
	10:31:59,60	-366030,000000	137,733375
	10:32:00,73	-357027,000000	133,215000
	10:32:01,86	-347582,000000	130,979625
	10:32:03,00	-339038,000000	126,480375
	10:32:04,15	-329975,000000	124,215375
	10:32:05,29	-320956,000000	119,688000
	10:32:06,42	-311476,000000	117,439875
	10:32:07,56	-302953,000000	112,929000
	10:32:08,70	-293931,000000	110,685750
	10:32:09,83	-284472,000000	106,189125
	10:32:11,04	-275299,000000	103,689750
	10:32:12,19	-266304,000000	99,196125
	10:32:13,32	-257306,000000	96,957000
	10:32:14,45	-248285,000000	92,466000
	10:32:15,58	-238479,000000	90,196125
	10:32:16,72	-230356,000000	85,731000
	10:32:17,85	-221368,000000	83,480250
	10:32:18,99	-212377,000000	78,994500
	10:32:20,13	-203331,000000	76,709625
	10:32:21,27	2727,000000	72,208500
	10:32:22,41	-185302,000000	69,960375
	10:32:23,54	-176274,000000	65,457375
	10:32:24,67	-167331,000000	63,198375
	10:32:25,81	-158338,000000	58,725375
	10:32:26,95	-149310,000000	56,455500
	10:32:28,08	-1072954362,000000	51,973875
	10:32:29,21	-131420,000000	49,727625
	10:32:30,35	-122436,000000	45,247125
	10:32:31,49	-113388,000000	42,982125
	10:32:46,17	-97791,000000	37,132500
	10:32:47,27	-89073,000000	32,739750
	10:32:48,40	-80055,000000	30,474375
	10:32:49,53	-71089,000000	25,999125
	10:32:50,67	-62084,000000	23,736000
	10:32:51,81	-53055,000000	19,239375
	10:32:53,24	-44050,000000	16,973625
	10:32:54,37	-32753,000000	11,626875
	10:32:55,50	-23361,000000	9,374625
	10:32:56,63	-14870,000000	4,902375
	10:32:57,77	-5854,000000	2,652375
	10:32:58,91	3180,000000	1,857375
	10:33:00,06	12334,000000	4,179375
	10:33:01,20	21337,000000	8,659875
	10:33:02,34	30324,000000	10,905375
	10:33:03,47	39321,000000	15,393750
	10:33:04,60	48678,000000	17,640000
	10:33:05,73	57248,000000	22,137000
	10:33:06,88	66278,000000	24,383625
	10:33:08,01	75291,000000	28,880250
	10:33:09,45	84264,000000	31,147500
	10:33:10,59	96124,000000	36,545625
	10:33:11,72	104688,000000	38,815875
	10:33:12,86	113703,000000	43,297875
	10:33:13,99	122694,000000	45,545625
	10:33:15,12	131605,000000	50,005500
	10:36:21,35	150228,000000	55,552875
	10:36:22,49	158379,000000	60,058500
	10:36:23,64	168352,000000	62,320875
	10:36:24,77	176426,000000	66,819000
	10:36:25,91	185424,000000	69,095625
	10:36:27,06	194565,000000	73,621875
	10:36:28,19	203520,000000	75,855000
	10:36:29,33	212477,000000	80,352000
	10:36:30,47	221511,000000	82,616625
	10:36:31,60	230485,000000	87,095625
	10:36:32,74	239513,000000	89,352750
	10:36:33,87	248511,000000	93,853500
	10:36:35,01	257507,000000	96,117000
	10:36:36,14	266462,000000	100,588500
	10:36:37,27	275440,000000	102,824250
	10:36:38,32	281435,000000	105,083250
	10:36:39,45	292736,000000	110,431875
	10:36:40,59	301709,000000	112,689000
	10:36:42,35	307681,000000	114,924000
	10:36:43,51	324833,000000	122,483250
	10:36:44,64	333818,000000	124,729125
	10:36:45,78	342805,000000	129,216750
	10:36:46,91	351830,000000	131,467875
	10:36:48,30	354820,000000	131,467875
	10:36:49,44	371822,000000	140,089125
	10:36:50,57	380801,000000	142,350750
	10:36:51,70	389708,000000	146,815875
	10:36:52,84	398736,000000	149,061750
	10:36:53,97	407756,000000	153,557250
	10:36:55,11	416761,000000	155,835375
	10:36:56,26	425789,000000	160,352625
	10:36:57,40	434868,000000	162,602250
	10:36:58,53	443803,000000	167,086500
	10:36:59,66	452822,000000	169,360500
	10:37:00,80	461794,000000	173,854875
	10:37:02,95	470804,000000	176,087250
	10:37:04,08	488299,000000	183,600750
	10:37:05,22	497307,000000	185,875125
	10:37:06,35	506244,000000	190,349250
	10:37:07,48	514778,000000	192,571875
	10:37:08,62	523755,000000	197,064375
	10:37:09,75	533182,000000	199,304625
	10:37:10,91	542319,000000	203,880750
	10:37:12,05	551347,000000	206,109375
	10:37:13,19	559907,000000	210,637875
	10:37:14,32	569422,000000	212,886375
	10:37:15,46	577917,000000	217,398750
	10:37:16,59	586896,000000	219,623250
	10:37:17,66	593342,000000	221,887500
	10:37:18,80	604819,000000	227,315250
	10:37:19,94	613865,000000	229,592625
	10:37:21,08	622068,000000	233,337375
	10:37:22,21	10,000000	0,003750
	10:37:23,35	622344,000000	233,379375
	10:37:24,49	622343,000000	233,378625
	10:37:25,63	622343,000000	233,378625
	10:37:26,76	622343,000000	233,378625
	10:37:27,89	622343,000000	233,378625
	10:37:29,02	622343,000000	233,378625
	10:37:30,17	622343,000000	233,378625
	10:37:31,31	622343,000000	233,378625
	10:37:32,43	622343,000000	233,378625
	10:37:33,57	622343,000000	233,378625
	10:37:34,71	622343,000000	233,378625
	10:37:35,84	622341,000000	233,377500
	10:37:36,97	622339,000000	233,377500
	10:39:08,94	612285,000000	230,205000
	10:39:10,07	600157,000000	224,428875
	10:39:11,20	588588,000000	221,544750
	10:39:12,33	577023,000000	215,753625
	10:39:13,47	566061,000000	212,840625
	10:39:14,60	553952,000000	207,065625
	10:39:15,73	542343,000000	204,163500
	10:39:16,87	530743,000000	198,381750
	10:39:18,00	519189,000000	195,485625
	10:39:19,14	508139,000000	189,707250
	10:39:20,27	495964,000000	186,818625
	10:39:21,41	484318,000000	181,002375
	10:39:22,54	473385,000000	178,102125
	10:39:23,68	461238,000000	172,293750
	10:39:24,81	449686,000000	169,423125
	10:39:25,94	438653,000000	163,636500
	10:39:27,07	427088,000000	160,731375
	10:39:28,20	415518,000000	154,965375
	10:39:29,33	403433,000000	152,113125
	10:39:30,38	396296,000000	149,214000
	10:39:31,52	381723,000000	142,271625
	10:39:32,66	369514,000000	139,364250
	10:39:33,79	358569,000000	133,575375
	10:39:34,92	346973,000000	130,708500
	10:39:36,05	334777,000000	124,917750
	10:39:37,20	323742,000000	122,015625
	10:39:38,33	311577,000000	116,202375
	10:39:39,46	299996,000000	113,345625
	10:39:40,59	289057,000000	107,549250
	10:39:41,73	276877,000000	104,644875
	10:39:42,86	265953,000000	98,843250
	10:39:44,05	253175,000000	95,766750
	10:39:45,18	241603,000000	92,840250
	10:39:46,31	230053,000000	85,609875
	10:39:47,45	218485,000000	82,726125
	10:39:48,58	206817,000000	76,923375
	10:39:49,72	195771,000000	74,019375
	10:39:50,85	183606,000000	68,240250
	10:39:51,99	172663,000000	65,365875
	10:39:53,12	160493,000000	59,563500
	10:39:54,25	148972,000000	56,659125
	10:39:55,40	137878,000000	50,839875
	10:39:56,54	126214,000000	47,892750
	10:39:57,67	114029,000000	42,110250
	10:39:58,81	103015,000000	39,220125
	10:39:59,95	91305,000000	33,398625
	10:40:01,08	79782,000000	30,510750
	10:40:02,21	67653,000000	24,747750
	10:40:03,35	56034,000000	21,837750
	10:40:04,48	44466,000000	16,057500
	10:40:05,61	33559,000000	13,157250
	10:40:06,75	21328,000000	7,354875
	10:40:07,88	9789,000000	4,463625
	10:40:09,06	3691,000000	1,376625
	10:40:10,19	3671,000000	1,376625
	10:40:11,33	3671,000000	1,376625
	10:40:12,46	3671,000000	1,376625
	10:40:13,59	3672,000000	1,376625
	10:40:14,73	3672,000000	1,377000
	10:40:15,86	3672,000000	1,377000
	10:40:16,99	3671,000000	1,377000
	10:40:18,13	3672,000000	1,377000
	10:40:19,26	3672,000000	1,377000
	10:40:20,39	3672,000000	1,377000
	10:40:21,52	3672,000000	1,377000
	10:40:23,67	3672,000000	1,377000
	10:40:24,82	3672,000000	1,377000
	10:40:25,95	3672,000000	1,377000
	10:40:27,08	3672,000000	1,377000
	10:40:28,21	3672,000000	1,377000
	10:40:29,36	3672,000000	1,377000
	10:40:30,49	3672,000000	1,377000
	10:40:31,63	3672,000000	1,377000
	10:40:33,16	3672,000000	1,377000
	10:40:34,30	3672,000000	1,377000
	10:40:35,44	3672,000000	1,377000
	10:40:36,57	3672,000000	1,377000
	10:40:37,71	3672,000000	1,377000
	10:40:38,85	3672,000000	1,377000
	10:40:39,98	3672,000000	1,377000
	10:40:41,12	3672,000000	1,377000
	10:40:42,25	3672,000000	1,377000
	10:40:43,39	3672,000000	1,377000
	10:40:44,52	3672,000000	1,377000
	10:40:45,65	3672,000000	1,377000
	10:40:46,79	3672,000000	1,377000
	10:40:47,93	3672,000000	1,377000
	10:40:49,06	3672,000000	1,377000
	10:40:50,20	3672,000000	1,377000
	10:40:51,33	3672,000000	1,377000
	10:40:52,60	3672,000000	1,377000
	10:40:53,74	3672,000000	1,377000
	10:40:54,87	3672,000000	1,377000
	10:41:02,44	10432,000000	3,445875
	10:41:03,57	19871,000000	7,936500
	10:41:04,70	28811,000000	10,208250
	10:41:05,84	37335,000000	14,673375
	10:41:06,97	46781,000000	16,910250
	10:41:08,10	55337,000000	21,387375
	10:41:09,23	64661,000000	23,650500
	10:41:10,37	73210,000000	28,114500
	10:41:11,50	82198,000000	30,363750
	10:41:12,64	91198,000000	34,849125
	10:41:13,77	100203,000000	37,120125
	10:41:14,91	109208,000000	41,603625
	10:41:16,04	118169,000000	43,853250
	10:41:17,17	127140,000000	48,325125
	10:41:18,30	136914,000000	50,574750
	10:41:19,43	145480,000000	55,056750
	10:41:20,54	154255,000000	57,224250
	10:41:21,67	163231,000000	61,700625
	10:41:22,81	171780,000000	63,961125
	10:41:23,95	180790,000000	68,468250
	10:41:25,09	189819,000000	70,714500
	10:41:26,22	2647,000000	75,220875
	10:41:27,35	208236,000000	77,467500
	10:41:28,49	216801,000000	81,958500
	10:41:29,62	225716,000000	84,193125
	10:41:30,75	235153,000000	88,681125
	10:41:31,88	243682,000000	90,923250
	10:41:33,01	253066,000000	95,402625
	10:41:34,15	262048,000000	97,652625
	10:41:35,28	270990,000000	102,140625
	10:41:36,35	276612,000000	105,291000
	10:41:37,48	288453,000000	107,557875
	10:41:38,61	297430,000000	112,037625
	10:41:39,75	305981,000000	114,283500
	10:41:40,88	314941,000000	118,764000
	10:41:42,02	324374,000000	121,025625
	10:41:43,18	333174,000000	125,611125
	10:41:44,32	342625,000000	127,859625
	10:41:45,45	351595,000000	132,343875
	10:41:46,58	360548,000000	134,598750
	10:41:47,71	369083,000000	139,075875
	10:41:48,86	376263,000000	141,577875
	10:41:50,00	387582,000000	144,717750
	10:41:51,13	396603,000000	148,102875
	10:41:52,27	405139,000000	152,599500
	10:41:53,41	414591,000000	154,843125
	10:41:54,54	423590,000000	159,331500
	10:41:55,68	432585,000000	161,606625
	10:41:56,82	441596,000000	166,111875
	10:41:57,96	450690,000000	168,369000
	10:41:59,09	459645,000000	172,857750
	10:42:00,22	468598,000000	176,220000
	10:42:01,35	477548,000000	178,467000
	10:42:02,48	483590,000000	181,374750
	10:42:03,63	483669,000000	181,375500
	10:42:04,77	483671,000000	181,376625
	10:42:05,90	483685,000000	181,382250
	10:42:07,04	483685,000000	181,381875
	10:42:08,17	483685,000000	181,381875
	10:42:09,31	483685,000000	181,381875
	10:42:10,45	483675,000000	181,377750
	10:42:11,59	483673,000000	181,377375
	10:42:12,73	483672,000000	181,377375
	10:42:30,79	491629,000000	183,741375
	10:42:31,85	497606,000000	185,971125
	10:42:32,98	508902,000000	191,351625
	10:42:34,11	517428,000000	193,568250
	10:42:35,25	526456,000000	198,086625
	10:42:36,38	535901,000000	200,337000
	10:42:37,52	544834,000000	204,828000
	10:42:38,65	553364,000000	207,060000
	10:42:39,78	562330,000000	211,535250
	10:42:41,20	571318,000000	213,784500
	10:42:42,35	583213,000000	219,190500
	10:42:43,49	592189,000000	221,446125
	10:42:44,63	600694,000000	225,962250
	10:42:45,77	609716,000000	228,172125
	10:42:46,82	618141,000000	231,339375
	10:42:47,95	627572,000000	235,822125
	10:42:49,10	636119,000000	238,098000
	10:42:50,23	645108,000000	242,585625
	10:42:51,37	654138,000000	244,837875
	10:42:52,50	169765644,000000	249,331875
	10:42:53,64	672527,000000	251,599500
	10:42:54,77	174361356,000000	256,093125
	10:42:55,91	176671500,000000	258,334875
	10:42:57,05	178993932,000000	262,833375
	10:42:58,19	181291532,000000	265,115250
	10:42:59,32	183578636,000000	269,601000
	10:43:00,46	726619,000000	271,839000
	10:43:01,56	0,000000	276,244875
	10:43:02,63	743359,000000	279,406125
	10:43:03,76	752316,000000	281,668875
	10:43:04,90	761759,000000	286,176375
	10:43:06,03	770783,000000	288,385125
	10:43:07,17	779305,000000	292,897125
	10:43:08,30	788287,000000	295,159875
	10:43:09,44	797230,000000	299,655750
	10:43:10,55	806275,000000	301,878000
	10:43:11,68	815485,000000	306,291750
	10:43:12,82	824038,000000	308,570250
	10:43:13,96	833479,000000	313,064250
	10:43:15,09	842030,000000	315,303375
	10:43:16,22	851087,000000	319,799250
	10:43:17,36	860051,000000	322,070625
	10:43:18,49	869421,000000	326,553000
	10:43:19,63	878404,000000	328,777500
	10:43:20,75	887359,000000	333,239625
	10:43:21,88	896312,000000	335,504250
	10:43:23,33	907284,000000	340,898625
	10:43:24,46	916282,000000	343,160625
	10:43:25,59	925633,000000	347,634750
	10:43:26,72	934657,000000	349,852875
	10:43:27,85	943178,000000	354,353625
	10:43:28,99	952182,000000	356,620125
	10:43:30,13	959868,000000	359,980125
	10:43:33,34	1180,000000	359,980125
	10:43:34,49	3662,000000	1,373250
	10:43:35,62	3680,000000	1,380375
	10:43:36,76	3680,000000	1,380000
	10:43:37,89	3680,000000	1,380000
	10:43:39,03	3680,000000	1,380000
	10:43:40,17	3680,000000	1,380000
	10:43:41,31	3680,000000	1,380000
	10:43:42,46	3672,000000	1,377000
	10:44:11,43	-3641,000000	0,838125
	10:44:12,57	-12686,000000	5,414250
	10:44:13,71	-21686,000000	7,679625
	10:44:14,84	-31218,000000	12,202500
	10:44:15,97	-40271,000000	14,433375
	10:44:17,11	-48862,000000	18,992250
	10:44:18,25	-58347,000000	21,249750
	10:44:19,38	-67432,000000	25,771500
	10:44:20,51	-75944,000000	28,009875
	10:44:21,64	-84967,000000	32,530125
	10:44:22,78	-94429,000000	34,797000
	10:44:24,18	-105492,000000	34,797000
	10:44:25,32	-114643,000000	43,507875
	10:44:26,45	-123658,000000	45,739125
	10:44:27,57	-132237,000000	50,244375
	10:44:28,70	-141673,000000	52,516875
	10:44:29,85	-150721,000000	57,036750
	10:44:30,97	-159751,000000	59,268000
	10:44:32,11	-168800,000000	63,789375
	10:44:33,27	-177786,000000	66,056250
	10:44:34,40	-186562,000000	70,636875
	10:44:36,46	-192558,000000	73,766625
	10:44:37,60	-212539,000000	79,073250
	10:44:38,74	-221123,000000	83,597250
	10:44:39,87	-230640,000000	85,875750
	10:44:41,01	-239279,000000	90,386625
	10:44:42,15	-248291,000000	92,650125
	10:44:43,28	-257314,000000	97,168500
	10:44:44,42	-266857,000000	99,445875
	10:44:45,56	-275913,000000	103,957500
	10:44:47,00	-284484,000000	106,228125
	10:44:48,14	-295976,000000	111,652875
	10:44:49,28	-305070,000000	113,949375
	10:44:50,41	-314067,000000	118,458375
	10:44:51,55	-323185,000000	120,723375
	10:44:52,68	-332205,000000	125,233500
	10:44:53,80	-341121,000000	127,479000
	10:44:54,94	-350618,000000	131,980875
	10:44:56,08	-359716,000000	134,255250
	10:44:57,13	-365671,000000	136,522125
	10:44:58,26	-376617,000000	141,891000
	10:44:59,39	-386063,000000	144,160500
	10:45:00,53	-395168,000000	147,545250
	10:45:01,66	-403746,000000	152,060625
	10:45:02,81	-413281,000000	154,375875
	10:45:03,86	-419356,000000	156,595125
	10:45:05,00	-430799,000000	162,042375
	10:45:06,13	-439340,000000	164,271750
	10:45:07,27	-448362,000000	168,790125
	10:45:08,40	-457815,000000	172,210500
	10:45:09,55	-466465,000000	174,462000
	10:45:10,68	-475566,000000	178,983750
	10:45:11,81	-478993,000000	179,616750
	10:45:12,95	-478994,000000	179,622750
	10:45:14,01	-478994,000000	179,622750
	10:45:15,14	-478995,000000	179,623125
	10:45:16,28	-478995,000000	179,623125
	10:45:17,41	-478995,000000	179,623125
	10:45:18,55	-478995,000000	179,623125
	10:45:19,68	-478995,000000	179,623125
	10:45:20,81	-478995,000000	179,623125
	10:45:21,94	-478995,000000	179,623125
	10:45:23,08	-478995,000000	179,623125
	10:45:24,21	-478995,000000	179,623125
	10:45:25,35	-478995,000000	179,623125
	10:45:26,48	-478995,000000	179,623125
	10:45:27,62	-478995,000000	179,623125
	10:45:28,76	-478995,000000	179,623125
	10:45:29,92	-478995,000000	179,623125
	10:45:38,19	-486546,000000	181,846125
	10:45:39,33	-495632,000000	186,355125
	10:45:40,46	-504141,000000	188,595000
	10:45:41,60	-513184,000000	193,105500
	10:45:42,74	-522196,000000	195,369375
	10:45:43,87	-531192,000000	199,855875
	10:45:45,00	-540593,000000	202,087875
	10:45:46,13	-549518,000000	206,578875
	10:45:47,27	-558057,000000	208,823625
	10:45:48,40	-567512,000000	213,310125
	10:45:49,54	-576517,000000	215,557125
	10:45:50,67	-585468,000000	220,054125
	10:45:51,72	-591482,000000	223,169250
	10:45:52,86	-602768,000000	225,410250
	10:45:54,00	-611836,000000	229,936125
	10:45:55,13	-620357,000000	232,174500
	10:45:56,57	-629338,000000	237,558000
	10:45:57,70	-641190,000000	239,816250
	10:45:58,83	-650167,000000	244,312875
	10:45:59,97	-658679,000000	246,542250
	10:46:01,09	-668077,000000	251,018250
	10:46:02,23	-676609,000000	253,268250
	10:46:03,36	-685601,000000	257,754000
	10:46:04,50	-695038,000000	260,013000
	10:46:05,56	-702977,000000	263,133750
	10:46:06,69	-711954,000000	267,635250
	10:46:07,82	-720929,000000	269,904000
	10:46:08,96	-730351,000000	274,395000
	10:46:10,09	-738888,000000	276,621000
	10:46:11,22	-748289,000000	281,103000
	10:46:12,36	-757298,000000	283,375125
	10:46:13,49	-765845,000000	287,860500
	10:46:14,62	-775247,000000	290,092875
	10:46:15,76	2600,000000	294,591375
	10:46:16,89	-792775,000000	296,839500
	10:46:18,03	-802204,000000	301,334250
	10:46:19,17	-811271,000000	303,599625
	10:46:20,31	-820292,000000	308,109750
	10:46:21,44	-828837,000000	310,363875
	10:46:22,57	-838219,000000	314,834250
	10:46:23,71	-846781,000000	317,080125
	10:46:24,84	-855776,000000	321,579375
	10:46:25,98	-864719,000000	323,825625
	10:46:27,11	-873758,000000	328,325625
	10:46:28,26	-883291,000000	330,582375
	10:46:29,41	-891935,000000	335,140125
	10:46:31,46	-908087,000000	337,393875
	10:46:32,59	-917582,000000	344,586375
	10:46:33,72	-926112,000000	346,834875
	10:46:34,86	-935130,000000	351,324375
	10:46:35,99	10,000000	353,589000
	10:46:37,12	-953055,000000	358,065000
	10:46:38,25	-958965,000000	359,586375
	10:46:39,38	-958994,000000	359,622750
	10:46:40,52	-958994,000000	359,622750
	10:46:45,40	-959995,000000	359,998125
	10:46:48,61	-659,000000	359,998125
	10:46:49,74	-10063,000000	4,288125
	10:46:51,89	-18739,000000	6,548625
	10:46:53,02	-36171,000000	14,044875
	10:46:54,16	-45115,000000	16,318500
	10:46:55,30	-54185,000000	20,825250
	10:46:56,44	2759,000000	23,061750
	10:46:57,57	-72258,000000	27,575250
	10:46:58,71	-80733,000000	29,827500
	10:46:59,84	-90189,000000	34,335000
	10:47:00,97	-99220,000000	36,547500
	10:47:02,10	-107748,000000	41,060250
	10:47:03,24	-117200,000000	43,333125
	10:47:04,38	-126251,000000	47,858625
	10:47:05,51	-134806,000000	50,093250
	10:47:06,64	-143785,000000	54,556875
	10:47:07,78	-152716,000000	56,824125
	10:47:08,90	-161675,000000	61,308000
	10:47:10,10	-171174,000000	63,547500
	10:47:11,23	-180200,000000	68,226000
	10:47:12,37	-189614,000000	70,485750
	10:47:13,50	-198155,000000	73,855125
	10:47:14,64	-207664,000000	78,362625
	10:47:15,77	-216658,000000	80,620500
	10:47:16,91	-225179,000000	85,133625
	10:47:18,30	-228674,000000	85,133625
	10:47:19,44	-245645,000000	92,646750
	10:47:20,56	-254186,000000	94,868250
	10:47:21,69	-263165,000000	99,357750
	10:47:22,83	-272152,000000	101,602125
	10:47:23,97	-281168,000000	106,132875
	10:47:25,10	-290636,000000	108,363375
	10:47:26,23	-299666,000000	112,851000
	10:47:27,36	-308618,000000	115,086000
	10:47:28,50	-317073,000000	119,598000
	10:47:29,63	-326584,000000	122,979000
	10:47:30,76	-335110,000000	125,198250
	10:47:31,88	-344516,000000	129,671625
	10:47:33,01	-353436,000000	131,926500
	10:47:34,07	-361805,000000	135,073875
	10:47:35,20	-370303,000000	139,539375
	10:47:36,33	-379763,000000	141,772875
	10:47:37,46	-388738,000000	146,262375
	10:47:38,59	-397259,000000	148,530750
	10:47:39,71	-406603,000000	152,987250
	10:47:40,78	-412624,000000	156,159375
	10:47:41,92	-423678,000000	158,411625
	10:47:43,05	-432634,000000	162,894000
	10:47:44,19	-442072,000000	165,178500
	10:47:45,33	-450700,000000	169,689750
	10:47:46,46	-460168,000000	171,930750
	10:47:47,59	-469106,000000	176,403375
	10:47:48,73	-478012,000000	178,657500
	10:47:49,87	-478983,000000	179,625375
	10:47:50,99	-479000,000000	179,625000
	10:47:52,13	-478999,000000	179,624625
	10:47:53,27	-478999,000000	179,624625
	10:47:54,40	-478999,000000	179,624625
	10:47:55,53	-478999,000000	179,624625
	10:47:56,66	-478999,000000	179,624625
	10:47:57,88	-478999,000000	179,624625
	10:47:58,99	-478999,000000	179,624625
	10:48:00,12	-478999,000000	179,624625
	10:48:04,64	-471377,000000	177,210375
	10:48:05,78	-461919,000000	172,720125
	10:48:06,92	-453347,000000	170,470500
	10:48:08,05	-443959,000000	165,983625
	10:48:09,18	-434959,000000	163,731750
	10:48:10,41	-425171,000000	158,954625
	10:48:11,54	-416195,000000	156,715875
	10:48:12,68	-407185,000000	152,195250
	10:48:13,81	-398186,000000	149,938875
	10:48:14,95	-389196,000000	145,464375
	10:48:16,08	-380649,000000	143,204250
	10:48:17,21	-371250,000000	138,709500
	10:48:18,34	-362715,000000	136,471875
	10:48:19,47	-353692,000000	131,992500
	10:48:20,61	-344700,000000	129,722625
	10:48:21,75	-335711,000000	125,232000
	10:48:22,88	-326276,000000	1,055625
	10:48:24,03	-317554,000000	119,560125
	10:48:25,19	-307977,000000	114,993000
	10:48:26,32	-298944,000000	112,742625
	10:48:27,45	-290433,000000	108,230625
	10:48:28,54	-281748,000000	106,129125
	10:48:29,68	-272330,000000	101,629875
	10:48:30,81	-263384,000000	99,373125
	10:48:31,94	-254403,000000	94,896750
	10:48:33,07	-245789,000000	92,634750
	10:48:34,21	-236385,000000	88,154625
	10:48:35,33	-227907,000000	85,923750
	10:48:36,46	-218538,000000	81,438375
	10:48:37,61	-209835,000000	79,156125
	10:48:38,77	-200826,000000	74,582625
	10:48:39,91	-191598,000000	72,298875
	10:48:41,04	-182646,000000	68,937375
	10:48:42,17	-173189,000000	64,464375
	10:48:43,30	-164688,000000	62,218500
